user_id,food_id,interaction_type,timestamp,rating
eric67,ikan bungkus,purchase,2024-05-31 05:07:49,
eric67,nasi bekepor,click,2024-03-29 13:26:06,
eric67,pokak saripu,rating,2024-07-31 03:56:07,5.0
eric67,gerem asem,purchase,2024-02-04 17:55:54,
eric67,sambusa,rating,2024-08-10 13:28:36,5.0
eric67,rabeg,purchase,2024-09-11 07:01:47,
eric67,soto padang,click,2024-11-02 03:29:48,
eric67,sei daging sapi,purchase,2024-04-28 09:50:23,
eric67,rabeg,purchase,2024-10-10 20:05:22,
eric67,bubur ikan,click,2023-12-20 19:14:57,
eric67,tiwul,purchase,2024-10-13 11:23:57,
eric67,paniki,click,2024-02-16 19:03:17,
eric67,sagu sep,purchase,2024-06-02 10:23:30,
eric67,bir kotjok,rating,2024-04-01 23:24:29,5.0
eric67,kopi joss,add_to_wishlist,2024-07-24 05:10:44,
eric67,kopi sidikalang,click,2024-09-13 11:44:58,
eric67,sekoteng,click,2023-12-21 02:17:50,
gabriel01,kue bangkit,rating,2023-12-26 14:05:34,4.0
gabriel01,kulfot,purchase,2024-03-23 10:12:11,
gabriel01,pindang patin,rating,2024-11-03 20:44:04,2.0
gabriel01,sop konro,rating,2024-11-13 11:12:55,4.5
gabriel01,kolo,rating,2024-10-09 05:35:06,4.5
gabriel01,ayam betutu,purchase,2024-08-21 18:06:45,
gabriel01,ikan bungkus,click,2024-03-07 06:51:53,
gabriel01,kue paso,click,2024-07-03 07:23:54,
gabriel01,cerorot,rating,2024-07-10 01:53:56,5.0
gabriel01,ilabulo,add_to_wishlist,2024-02-05 02:04:52,
nancynash,pakis krispi ,rating,2024-01-09 18:13:34,2.5
nancynash,mutioro jagung manis,rating,2024-10-07 11:07:21,4.5
nancynash,nasi gemuk,rating,2024-10-30 14:35:17,1.5
nancynash,mie koba,click,2024-01-06 00:20:17,
nancynash,patlau,click,2024-07-13 15:54:22,
nancynash,tili aya,purchase,2024-02-03 09:06:35,
nancynash,es kelacin,click,2024-03-28 12:14:19,
nancynash,kue bangkit,click,2024-05-20 04:56:23,
nancynash,kasbi komplet,click,2024-04-16 22:33:01,
nancynash,air guraka,purchase,2024-04-05 05:56:55,
nancynash,udang selingkuh,purchase,2024-03-11 01:49:07,
nancynash,kohu-kohu,rating,2024-01-10 16:46:29,3.0
nancynash,sagu sep,rating,2024-06-29 21:18:07,3.5
nancynash,seruit,purchase,2024-02-10 13:32:47,
nancynash,karuang,purchase,2024-08-10 09:43:56,
nancynash,soto padang,add_to_wishlist,2024-05-10 08:55:50,
nancynash,kopi luwak durian,rating,2024-08-31 13:42:58,3.5
nancynash,kue lapis medan,purchase,2024-09-03 07:49:40,
nancynash,keladi tumbuk,purchase,2024-01-24 12:40:44,
nancynash,congyang,rating,2024-12-03 05:10:05,4.5
nancynash,ce huan tiau,click,2024-01-12 12:14:41,
nancynash,sagu lempeng,add_to_wishlist,2024-01-28 07:11:03,
nancynash,bakat hiu,click,2024-01-09 01:05:27,
nancynash,soto lamongan,rating,2024-04-11 17:22:52,3.5
gloversonya,dadar gulung,click,2024-10-02 14:41:11,
gloversonya,rujak soto banyuwangi,click,2024-08-17 16:51:33,
gloversonya,lemet singkong,add_to_wishlist,2024-05-08 04:19:58,
gloversonya,ketupat ketan,rating,2024-04-27 06:02:29,1.0
gloversonya,wedang uwuh,click,2024-05-29 06:48:58,
gloversonya,bandrek,rating,2024-08-09 06:38:31,5.0
gloversonya,teh tayu,add_to_wishlist,2024-02-20 20:54:38,
gloversonya,kasbi komplet,rating,2024-11-27 05:10:34,4.0
gloversonya,gerem asem,rating,2024-01-16 08:54:07,4.5
gloversonya,toge panyabungan,rating,2024-06-10 00:40:23,3.0
gloversonya,pepes ikan patin kucai,purchase,2024-02-22 20:56:35,
gloversonya,kue adee meureudu,click,2024-10-05 13:45:50,
gloversonya,barongko,purchase,2024-06-22 09:49:59,
gloversonya,pepes ikan patin kucai,click,2024-01-20 14:19:55,
gloversonya,juhu ubut rota,click,2024-11-20 06:21:31,
gloversonya,carang gesing pisang,purchase,2024-01-27 23:22:37,
gloversonya,rujak kuah pindang,rating,2024-09-05 02:54:34,2.5
gloversonya,rujak kuah pindang,click,2024-06-07 01:04:54,
gloversonya,bubur ikan,click,2024-04-28 02:24:37,
gloversonya,wedang ronde,click,2024-05-18 12:13:06,
gloversonya,jepa,add_to_wishlist,2024-10-18 19:55:42,
gloversonya,karuang,click,2024-09-09 14:24:07,
gloversonya,keladi tumbuk,rating,2024-05-28 23:07:03,2.5
gloversonya,kue lumpur,click,2024-06-28 21:45:07,
gloversonya,dadar gulung,add_to_wishlist,2024-02-24 00:01:43,
gloversonya,wedang ronde,click,2024-02-23 06:53:10,
gloversonya,bir pletok,purchase,2024-05-12 21:44:28,
gloversonya,sate temburung,click,2024-03-30 18:49:52,
gloversonya,mie koba,click,2024-03-13 16:51:31,
gloversonya,sup gangan,purchase,2024-06-20 18:16:25,
gloversonya,kue lumpur,click,2024-04-22 19:41:41,
gloversonya,wedang uwuh,add_to_wishlist,2024-07-26 18:18:27,
phart,es kelacin,purchase,2024-06-14 19:53:02,
phart,nasi palekko,click,2024-06-11 23:05:49,
phart,ikan tamban salai,rating,2024-01-11 02:58:41,4.0
phart,gatot,click,2024-06-29 11:47:44,
phart,rawon,purchase,2024-04-02 20:36:47,
phart,kopi liberika riau,click,2023-12-19 00:18:37,
phart,lupis,click,2024-08-18 10:06:07,
phart,sopi,purchase,2024-02-01 08:46:07,
phart,es sekemu,click,2024-05-23 01:52:00,
phart,soto betawi,rating,2024-09-22 23:37:37,4.5
phart,udang selingkuh,click,2024-08-02 11:39:59,
phart,kue dangai,purchase,2024-07-29 07:40:00,
phart,godekh sagu,rating,2024-07-22 06:50:19,2.0
phart,asam keueng,purchase,2024-07-18 06:04:31,
phart,soto lamongan,purchase,2024-01-31 14:11:40,
phart,lopek maga,click,2024-08-31 13:23:41,
phart,lahang bambu,rating,2024-09-13 04:30:29,5.0
phart,kopi sidikalang,click,2024-11-11 13:05:31,
phart,angsle,purchase,2024-06-26 02:17:51,
phart,lontong orari,click,2024-08-14 16:37:07,
phart,daging masak hitam,purchase,2024-05-28 02:15:25,
phart,ketupat ketan,click,2024-02-26 17:21:27,
phart,daging masak hitam,click,2024-08-19 10:11:49,
phart,putu bambu,rating,2024-01-18 10:08:27,4.5
phart,sinonggi,click,2024-05-02 00:31:53,
phart,talam jagung lapis telang,click,2024-12-03 08:34:35,
phart,es sekemu,rating,2024-07-02 16:40:45,4.5
phart,sopi,click,2024-12-02 03:33:26,
phart,mutioro jagung manis,purchase,2023-12-25 00:35:31,
phart,godok pisang,click,2024-09-25 20:37:51,
veronica24,mie aceh,rating,2024-06-24 01:25:04,4.5
veronica24,nasi bekepor,purchase,2024-11-16 01:35:19,
veronica24,ikan tamban salai,add_to_wishlist,2024-02-25 09:56:34,
veronica24,jaje bendu,add_to_wishlist,2024-09-09 12:38:07,
veronica24,sei daging sapi,click,2024-05-05 10:54:08,
veronica24,nasi padang,rating,2024-01-09 01:34:44,5.0
veronica24,pakis krispi ,rating,2024-10-24 22:14:41,1.5
veronica24,gence ruan,purchase,2023-12-11 02:36:19,
veronica24,roti jala,purchase,2024-07-30 23:35:30,
veronica24,ketupat kandangan,purchase,2024-02-18 03:43:32,
veronica24,nasi jaha,click,2024-05-25 13:52:58,
veronica24,jagung bose,click,2024-08-27 14:14:45,
veronica24,laklak,purchase,2024-10-07 06:21:51,
veronica24,pecel tumpang,click,2024-04-19 18:24:54,
veronica24,kopi joss,click,2024-09-14 17:54:31,
veronica24,kopi takar,click,2024-05-17 19:33:10,
veronica24,keladi tumbuk,add_to_wishlist,2024-04-27 00:56:31,
veronica24,mie tarempa,click,2024-06-10 13:15:34,
veronica24,bihun bebek medan,click,2024-06-03 04:30:27,
veronica24,nasi grombyang,purchase,2024-07-26 18:54:30,
veronica24,norohombi,add_to_wishlist,2024-06-21 17:20:20,
veronica24,bakpia,purchase,2024-09-21 08:51:17,
veronica24,daging masak hitam,purchase,2024-11-24 03:05:10,
ricardo16,kue goreng gadong,rating,2024-05-20 01:22:59,1.0
ricardo16,sebuk kawo,rating,2024-07-08 10:18:12,3.0
ricardo16,temet,rating,2024-10-23 06:38:02,4.0
ricardo16,kentan bintul,rating,2024-10-02 12:18:38,2.0
ricardo16,kopi luwak durian,rating,2024-10-11 06:08:52,3.0
ricardo16,laklak,click,2024-07-20 12:32:38,
ricardo16,barongko,click,2024-10-23 02:37:59,
ricardo16,cacapan asam,click,2024-07-28 19:03:32,
ricardo16,kue jawada,rating,2023-12-13 02:39:20,2.0
ricardo16,kawa daun,click,2024-04-27 15:11:03,
ricardo16,es pleret,rating,2024-06-21 18:31:40,2.5
ricardo16,toge panyabungan,purchase,2024-09-07 23:14:57,
ricardo16,es sirup mak inang sayang,click,2024-11-24 05:45:26,
ricardo16,es bilungka,purchase,2024-08-23 02:36:30,
ricardo16,kue goreng gadong,purchase,2024-02-04 06:24:12,
ricardo16,swansrai,click,2024-05-04 03:10:30,
ricardo16,teh gaharu,purchase,2024-10-14 14:13:18,
ricardo16,lepet jagung manis,purchase,2024-02-19 01:53:47,
ricardo16,kopi joss,rating,2024-08-22 07:48:49,5.0
stephaniehernandez,sate maranggi,click,2024-08-18 12:47:09,
stephaniehernandez,bakat hiu,purchase,2024-04-26 21:24:19,
stephaniehernandez,teh tayu,click,2024-06-25 10:04:27,
stephaniehernandez,es bilungka,click,2024-05-28 06:42:52,
stephaniehernandez,bakat hiu,click,2024-05-18 01:53:29,
stephaniehernandez,daging masak hitam,click,2024-01-01 01:43:33,
stephaniehernandez,es daluman,click,2024-02-06 14:03:43,
stephaniehernandez,kue bangkit,click,2024-01-05 00:16:33,
stephaniehernandez,kopi gayo ,rating,2024-07-02 21:28:52,3.0
stephaniehernandez,serbat kweni,click,2024-09-26 16:41:20,
stephaniehernandez,tekwan,purchase,2024-07-26 09:41:49,
stephaniehernandez,sate payau,click,2024-11-02 10:47:27,
stephaniehernandez,kawok,rating,2024-06-10 15:57:38,3.5
stephaniehernandez,es bilungka,purchase,2024-05-23 17:46:34,
stephaniehernandez,hihindat ni andalu,click,2024-05-13 20:21:24,
stephaniehernandez,sagu sep,purchase,2024-07-06 12:41:20,
stephaniehernandez,kawa daun,rating,2024-08-26 14:42:47,5.0
stephaniehernandez,godok pisang,rating,2023-12-09 00:29:35,4.5
stephaniehernandez,rujak soto banyuwangi,add_to_wishlist,2024-02-19 18:33:25,
stephaniehernandez,lontong sayur,click,2024-11-12 18:34:53,
stephaniehernandez,kopi robusta lampung,purchase,2024-07-16 10:36:35,
stephaniehernandez,godekh sagu,purchase,2024-05-22 07:02:38,
stephaniehernandez,sirup batumandi,rating,2024-04-29 17:21:12,4.5
stephaniehernandez,lontong medan,rating,2024-03-01 06:08:20,2.5
stephaniehernandez,lepet jagung manis,rating,2024-08-11 05:55:05,5.0
stephaniehernandez,tempoyak,click,2024-11-09 02:23:08,
stephaniehernandez,sirup batumandi,purchase,2024-08-25 19:10:46,
stephaniehernandez,kue goreng gadong,click,2024-02-16 00:02:27,
stephaniehernandez,pisang epe,purchase,2023-12-24 17:05:58,
stephaniehernandez,teh secang,rating,2024-05-04 22:25:50,1.5
stephaniehernandez,kopi gayo ,purchase,2024-08-09 03:41:09,
stephaniehernandez,sirup batumandi,rating,2024-07-23 23:38:37,3.5
stephaniehernandez,kopi toraja,rating,2024-08-18 00:28:40,5.0
stephaniehernandez,congyang,purchase,2024-05-20 07:24:06,
vholt,karedok,click,2024-09-19 09:02:14,
vholt,kopi luwak durian,click,2024-07-13 11:01:09,
vholt,kue bangkit,purchase,2024-10-10 20:52:39,
vholt,jus patikala,purchase,2024-09-02 13:52:32,
vholt,poteng jaje tujak,purchase,2024-05-05 13:01:58,
vholt,putu bambu,purchase,2024-02-13 11:50:34,
vholt,kue adee meureudu,rating,2024-02-13 14:30:56,4.5
vholt,puding legung,purchase,2024-02-29 18:15:48,
vholt,es kuwut ,click,2024-03-07 21:05:48,
vholt,cacapan asam,purchase,2024-11-03 19:01:54,
vholt,angeun lada,click,2024-07-14 12:09:21,
vholt,es air mata pengantin,click,2024-10-17 03:51:57,
vholt,kue karud,rating,2024-06-19 23:18:26,3.5
vholt,talam jagung lapis telang,rating,2023-12-23 22:09:21,5.0
vholt,lahang,purchase,2024-11-01 20:30:51,
vholt,bika bakar mandailing,purchase,2024-08-14 09:20:07,
vholt,talam jagung lapis telang,click,2024-07-22 06:09:26,
vholt,es martebe,click,2024-11-08 21:16:33,
jessicacollins,tekwan,rating,2024-01-04 19:29:18,4.5
jessicacollins,es lancang kuning,rating,2024-05-13 09:03:41,4.5
jessicacollins,gangan humbut,click,2024-01-05 20:44:33,
jessicacollins,kasuami,click,2024-01-20 15:48:00,
jessicacollins,mie tarempa,click,2024-06-18 14:19:40,
jessicacollins,juhu ubut rota,purchase,2024-10-02 06:49:05,
jessicacollins,kopi takar,purchase,2024-03-05 18:16:35,
jessicacollins,nasi uduk,click,2023-12-23 02:45:10,
jessicacollins,kue lapis cempedak,purchase,2023-12-17 01:52:16,
jessicacollins,ikan kuah kuning,rating,2024-09-18 16:16:29,4.0
jessicacollins,jus patikala,click,2024-11-25 11:30:37,
jessicacollins,nasi bekepor,rating,2024-09-17 06:24:52,4.0
jessicacollins,kabuto,purchase,2024-05-27 03:41:34,
jessicacollins,nasi tepeng,click,2024-04-05 07:10:18,
amanda26,laklak,rating,2024-08-10 05:26:02,4.0
amanda26,papeda,purchase,2024-01-27 21:56:27,
amanda26,soto kudus,purchase,2024-11-22 07:06:20,
amanda26,duo sale,purchase,2024-05-12 00:02:35,
amanda26,ikan kuah kuning,purchase,2024-03-11 11:29:32,
amanda26,coleknak,click,2024-02-06 15:10:53,
amanda26,gonjeng,purchase,2024-09-30 01:20:11,
amanda26,sinonggi,rating,2024-11-21 11:21:27,2.5
amanda26,gatang kenari,click,2024-11-18 02:00:14,
amanda26,pindang patin,click,2024-07-22 16:40:46,
amanda26,sei daging sapi,rating,2024-06-26 19:56:34,3.0
amanda26,rujak cingur,rating,2024-02-21 03:34:59,4.0
amanda26,paniki,click,2024-07-14 23:22:37,
amanda26,kue dangai,add_to_wishlist,2024-06-29 12:18:04,
amanda26,duo sale,purchase,2024-02-23 17:54:37,
amanda26,sate bandeng,click,2024-10-20 09:46:38,
amanda26,binte biluhuta,click,2024-11-25 06:20:23,
amanda26,nasi tiwul,rating,2024-10-02 18:41:35,4.0
amanda26,lontong medan,click,2024-07-24 16:23:54,
amanda26,kabuto,rating,2024-02-12 18:58:41,4.5
amanda26,rabeg,rating,2024-04-22 18:47:12,3.5
amanda26,karedok,click,2024-03-02 07:34:34,
amanda26,seruit,purchase,2024-10-16 13:45:22,
amanda26,coto makassar,purchase,2024-11-24 09:20:10,
amanda26,semur jengkol,rating,2024-07-15 09:38:30,5.0
amanda26,kue ombus-ombus,rating,2024-05-04 01:37:27,4.0
amanda26,roti jala,click,2024-10-23 20:27:15,
amanda26,rujak kuah pindang,rating,2024-02-22 11:02:00,5.0
amanda26,kue bangkit,purchase,2024-01-12 06:08:01,
amanda26,ketupat kandangan,rating,2024-08-08 17:19:22,3.0
amanda26,patlau,purchase,2024-12-01 15:30:39,
powellshane,wedang uwuh,purchase,2024-03-03 14:17:33,
powellshane,sagu sep,purchase,2024-04-17 20:48:24,
powellshane,sup gangan,click,2024-08-07 03:15:16,
powellshane,nagasari,purchase,2024-01-05 11:49:34,
powellshane,gerem asem,rating,2024-09-04 16:04:34,3.5
powellshane,nasi tepeng,rating,2024-11-13 18:00:10,4.5
powellshane,sop konro,purchase,2024-09-07 00:43:34,
powellshane,lopek maga,add_to_wishlist,2023-12-19 05:49:59,
powellshane,bir pletok,purchase,2024-04-01 01:42:09,
powellshane,gonjeng,click,2024-04-19 21:22:26,
powellshane,sekoteng,add_to_wishlist,2024-08-06 10:11:18,
powellshane,makauhe tumpah,click,2024-01-25 08:21:50,
powellshane,gerem asem,click,2024-12-01 08:36:29,
powellshane,kue lontas,purchase,2024-11-04 17:28:34,
powellshane,karuang,click,2024-05-21 04:16:09,
powellshane,kue lepek binti,click,2024-05-10 02:31:38,
powellshane,peuyeum,click,2024-11-14 13:17:20,
powellshane,kohu-kohu,purchase,2024-01-11 22:52:10,
powellshane,kolo,rating,2024-08-16 15:41:56,4.0
powellshane,es daluman,purchase,2024-03-21 04:44:13,
powellshane,nasi balap puyung,rating,2024-11-12 05:55:44,1.5
powellshane,kentan bintul,add_to_wishlist,2024-01-12 14:21:19,
powellshane,mi ongklok,click,2024-08-13 11:20:45,
powellshane,mi ongklok,rating,2024-08-16 21:16:47,4.0
powellshane,bajigur,purchase,2024-05-22 21:17:11,
powellshane,jus patikala,purchase,2024-04-15 19:42:42,
powellshane,nasi palekko,click,2024-04-01 03:57:16,
powellshane,mina sarua,rating,2023-12-07 22:04:31,2.0
powellshane,kentan bintul,add_to_wishlist,2024-11-11 09:51:29,
powellshane,es tambring,click,2024-02-24 18:14:08,
powellshane,tempoyak,click,2024-10-08 16:42:03,
powellshane,karedok,click,2024-09-04 04:40:08,
burgessrobert,gatang kenari,rating,2024-02-04 08:22:09,5.0
burgessrobert,sei daging sapi,add_to_wishlist,2024-07-15 12:41:39,
burgessrobert,sop konro,rating,2024-11-03 00:56:45,4.0
burgessrobert,rawon,rating,2023-12-30 20:28:50,3.5
burgessrobert,nasi bekepor,purchase,2024-05-26 00:31:10,
burgessrobert,nasi kuning,click,2024-04-23 16:42:30,
burgessrobert,roti jala,add_to_wishlist,2024-08-13 08:31:27,
gware,carang gesing pisang,purchase,2024-03-20 16:44:32,
gware,lontong medan,purchase,2024-04-06 17:18:16,
gware,cimpa,click,2024-11-05 17:56:34,
gware,lapa-lapa,rating,2024-08-04 22:51:16,5.0
gware,rujak cingur,rating,2024-08-06 22:48:51,3.0
gware,coleknak,click,2024-08-04 23:22:51,
gware,kue dangai,rating,2024-01-28 10:38:24,3.0
gware,lahang bambu,rating,2023-12-29 15:31:33,4.5
gware,kuah beulangong,click,2024-03-03 21:40:45,
gware,kue ombus-ombus,rating,2024-10-15 23:47:10,4.0
gware,paniki,rating,2024-04-28 14:15:34,4.5
gware,kawa daun,purchase,2024-09-28 21:17:16,
robert95,teh tayu,rating,2024-07-07 10:50:56,5.0
robert95,kopi gayo ,click,2024-07-30 16:37:03,
robert95,lahang bambu,purchase,2024-05-21 04:15:45,
robert95,kopi arabika flores bajawa,click,2024-05-24 06:52:28,
robert95,kawa daun,click,2024-05-07 01:48:18,
robert95,kopi luwak durian,rating,2023-12-16 17:16:59,2.0
robert95,swansrai,purchase,2024-03-23 15:58:59,
robert95,teh tayu,purchase,2024-08-31 09:50:18,
robert95,arak bali,click,2024-01-08 09:03:04,
robert95,kawa daun,click,2024-08-19 13:20:39,
robert95,kopi toraja,rating,2024-10-02 18:21:14,1.5
robert95,kawa daun,purchase,2024-06-01 06:36:49,
robert95,kopi toraja,click,2024-04-13 02:55:15,
robert95,arak bali,purchase,2024-10-03 04:08:31,
robert95,sopi,rating,2024-06-21 05:27:48,4.5
robert95,jus patikala,rating,2024-01-24 22:02:05,2.0
robert95,kopi joss,add_to_wishlist,2024-02-10 04:47:25,
robert95,teh gaharu,click,2024-11-25 16:24:28,
robert95,swansrai,rating,2024-09-28 00:53:52,4.5
robert95,sopi,rating,2024-06-15 07:53:31,5.0
robert95,swansrai,click,2023-12-09 03:56:16,
robert95,kopi joss,rating,2024-05-09 22:42:41,5.0
robert95,jus patikala,click,2024-02-13 12:54:21,
robert95,kopi gayo ,purchase,2024-02-28 16:00:37,
robert95,kopi liberika riau,purchase,2023-12-26 07:54:13,
robert95,tuak,rating,2024-03-06 12:59:49,4.0
robert95,teh gaharu,rating,2024-04-29 19:39:54,3.0
robert95,kopi liberika riau,purchase,2024-11-10 12:49:09,
robert95,kopi sidikalang,purchase,2024-10-06 10:59:54,
robert95,teh gaharu,rating,2024-01-30 11:31:49,4.0
robert95,baram,click,2024-05-09 13:31:24,
robert95,kopi gayo ,click,2024-02-28 06:22:40,
robert95,arak bali,click,2024-07-20 03:54:08,
umarshall,es kuwut ,add_to_wishlist,2024-10-17 22:26:41,
umarshall,ayam iloni,purchase,2024-09-16 14:40:11,
umarshall,gatot,rating,2024-08-02 11:37:12,5.0
umarshall,lopek maga,click,2024-02-01 02:32:50,
umarshall,kue lontas,click,2024-01-28 02:41:26,
umarshall,ikan tamban salai,rating,2024-03-08 01:53:54,5.0
umarshall,bir kotjok,purchase,2024-05-30 10:36:20,
umarshall,golla kambu,purchase,2024-08-01 04:17:39,
umarshall,celimbungan,rating,2024-06-17 12:01:09,2.0
umarshall,kue karud,click,2023-12-25 23:32:16,
umarshall,soto medan,purchase,2024-03-03 10:47:04,
umarshall,nasi padang,rating,2024-10-10 08:28:10,5.0
umarshall,mie celor,click,2024-05-25 23:26:34,
umarshall,karuang,rating,2024-07-11 15:53:12,5.0
umarshall,es kelacin,purchase,2024-02-29 11:18:18,
umarshall,es sekemu,purchase,2024-06-08 21:40:47,
umarshall,bir pletok,rating,2024-09-04 21:04:05,4.5
umarshall,es sirup mak inang sayang,rating,2024-07-27 16:36:53,5.0
umarshall,gogos,add_to_wishlist,2024-05-09 11:16:19,
umarshall,kawok,click,2024-11-18 13:09:26,
umarshall,pantiaw,click,2024-06-05 05:04:34,
umarshall,nasi tiwul,click,2024-07-30 03:45:32,
umarshall,lepet jagung manis,rating,2024-04-02 00:01:31,5.0
umarshall,es kacang merah,add_to_wishlist,2023-12-08 04:48:14,
umarshall,jagung bose,rating,2024-10-26 01:07:51,5.0
umarshall,kabuto,rating,2024-02-10 22:25:03,4.0
carlosbell,barongko,purchase,2024-08-07 00:51:47,
carlosbell,teh secang,purchase,2024-02-08 23:41:24,
carlosbell,hihindat ni andalu,click,2024-02-11 02:42:01,
carlosbell,hihindat ni andalu,click,2024-05-01 20:19:13,
carlosbell,air guraka,purchase,2024-02-24 22:32:59,
carlosbell,kue satu,rating,2024-09-10 14:38:06,4.5
carlosbell,lopek maga,rating,2024-12-02 12:20:48,1.5
carlosbell,ikan gohu,purchase,2024-09-12 17:19:51,
carlosbell,kue bangkit,add_to_wishlist,2024-05-12 04:37:03,
carlosbell,es selendang mayang,click,2024-08-10 03:19:03,
carlosbell,sambal raja,purchase,2024-09-21 04:57:53,
carlosbell,kue putu kuning,rating,2024-06-17 13:53:37,5.0
carlosbell,gudeg,rating,2024-06-29 05:15:17,4.5
carlosbell,kue jawada,rating,2024-04-16 06:31:21,4.0
carlosbell,iwak pakasam,rating,2024-03-18 22:38:41,4.0
carlosbell,gudeg,rating,2024-02-28 20:28:20,5.0
carlosbell,bir jawa,purchase,2024-02-06 11:25:22,
